RecordID,Date,Country,TemperatureAnomaly_C,CO2Level_ppm,ExtremeWeatherEvent,EconomicImpact_USD,PopulationAffected
a36a06ce-3a77-432a-ad72-14b076ff9616,2023-05-07,Japan,-1.59,395.0,None,6097776.38,562635
d1648c26-8ed2-4131-bb3a-c66d4f89c7b4,2008-02-26,Canada,1.49,398.51,Hurricane,7696154.93,2111527
98ce85c6-f5f2-4eb2-bbc5-253c12b19d9f,2000-03-28,Japan,1.18,373.7,None,8372577.04,4334807
ad5898fc-3011-40be-a7c1-4551915003e5,2013-01-31,Russia,0.24,350.55,Heatwave,1053566.0,1144700
5824961a-2c25-4aa0-94a9-ab5794a67555,2016-01-26,France,-0.96,387.32,Wildfire,395482.5,2201135
f12d8f99-65c1-4e4a-9eb1-96068f6961a3,2023-07-01,India,-1.13,407.89,Heatwave,2229900.01,402019
0ddf1f84-2a72-44eb-8881-868aa8349230,2011-10-02,India,-1.08,415.08,Tornado,4796274.9,4252678
26c758c1-9a13-46fe-967e-553ef8c1ccee,2014-05-17,Canada,1.33,410.99,None,9681716.94,4477432
6eaf0707-278c-474c-a5ca-95541034682f,2021-07-15,China,0.78,405.09,Wildfire,8250115.43,2452739
1c6b3951-0412-4501-b212-6ef7c27c1f12,2023-08-11,India,-1.66,391.72,Hurricane,5154815.42,956154
eeda448e-3839-46dc-9b5a-2e4a1c239fb2,2003-02-20,India,-0.44,399.64,Hurricane,2339961.39,375326
1ab91f26-7822-4289-86fb-739f3a36d626,2003-03-02,Canada,1.63,397.48,Wildfire,4788244.32,2029950
a7861630-ac0c-4c66-ba19-c8597535727b,2012-06-18,France,0.02,385.92,Hurricane,9348112.48,2448475
fd2ca2a2-cf04-4af9-8c51-780507fef47a,2012-02-10,Australia,-1.5,377.03,Hurricane,363147.79,1897015
819ab3c8-0bf6-4c67-8e56-64a3faceed81,2015-12-12,France,1.44,412.27,Wildfire,8112131.51,308630
900ad61e-937e-4067-9aff-8ecec87f0140,2015-11-28,Brazil,1.04,419.49,Wildfire,1954003.35,1005336
77e555e0-ed75-4d11-a4ea-c4b579cfa60e,2010-10-23,USA,-1.19,417.55,None,4234166.57,2576149
dab265ed-c12a-43f6-aaa2-a2ddfe192b03,2010-06-03,USA,-1.14,355.95,Heatwave,8591864.47,3145814
51db6c76-0fef-4ec0-9bd4-d1409ed71db7,2007-01-23,Australia,1.71,374.85,Hurricane,7248069.9,2883320
5aba3f84-9bc1-46f7-b8da-408d8bf8c69c,2017-11-20,Canada,0.93,411.74,None,761297.53,4460025
ff463716-5bd5-465b-b34c-78cd02ec3003,2002-08-25,Germany,-1.97,361.07,Drought,2106703.69,28692
eadc59b9-cb05-4fa3-9744-410b6ce6504d,2020-02-11,Russia,1.2,416.97,Drought,7865861.43,4642260
0632c048-354e-4721-b373-8baace0715ba,2004-04-13,Japan,-0.96,372.63,Wildfire,5794657.07,2303495
744f00eb-8bce-40c7-b9ef-18d1438e4d3a,2016-02-28,India,1.65,374.65,Tornado,5792236.4,2977019
eff9fa65-8097-47c8-a79f-4393f9d3b108,2009-04-11,Canada,1.43,369.44,Hurricane,2420158.84,4456322
bfabecfa-c980-4823-bc87-df11d020373f,2017-06-03,Canada,-0.92,415.38,Heatwave,336168.23,4867337
73f10e23-c5fc-4c99-824d-217c970d975e,2023-05-14,USA,-0.65,405.04,Hurricane,4539828.94,539552
5c8acbf7-b57a-42f3-8d53-2c93fab1751e,2021-01-02,Australia,1.73,378.89,Tornado,5771406.39,1913613
10c3d8fe-0ed5-4b21-8a67-6b42383791a5,2006-04-26,China,1.82,368.27,Flood,2667782.26,3437363
9800c4ce-8163-499a-a9fd-0b8128344a46,2021-06-26,Germany,1.97,360.87,Flood,2621074.07,3669140
b7356ab9-b2ea-482e-a478-4733f3076d75,2013-09-19,USA,-0.79,388.42,Wildfire,672882.34,3286085
70dde9d7-7992-456a-aeee-2da67c0bb0c2,2019-01-22,Russia,-1.2,418.15,Wildfire,5615289.36,804483
dd982b4c-3007-45fe-83a2-780ab6c213fc,2022-07-13,Japan,1.14,415.87,None,9645261.22,4121292
93257eec-6c0b-49a0-856f-ad78abeac38d,2016-04-07,India,0.15,351.78,Wildfire,8022389.46,3395002
3b857359-0c5d-4c86-b790-2ecbcace4143,2007-01-05,India,-1.66,396.13,None,4547019.14,2958914
7b626785-e6d1-4492-8a20-666fbdd51b5c,2006-09-06,Brazil,0.43,378.5,Hurricane,4558332.9,2907593
091b248d-9afa-4a8e-87c6-715c23ac176d,2010-04-27,Canada,-1.29,352.67,Tornado,1018779.64,4891043
fb8493c2-bce8-44ed-84ae-2598781bd857,2003-08-22,Brazil,1.26,394.3,Drought,4297983.09,4515599
144f6ff3-5fc2-4739-8d52-294612d8f376,2008-09-28,Japan,1.16,384.32,Wildfire,8982090.71,1334859
e1308d09-6261-466c-8399-9bdb429f894b,2015-02-13,Australia,-0.8,403.51,Drought,4375508.6,2024062
08fed943-714d-4049-8899-15b51b39786b,2012-10-22,USA,-1.94,418.72,Wildfire,4579034.21,3967499
4081d59a-ce7c-405c-91a5-9eccf873c103,2001-04-03,Japan,1.67,373.19,Wildfire,8666195.66,3106545
d6026bfd-958e-4b35-8d03-e2745a4d278a,2014-02-25,Canada,0.18,395.36,Wildfire,4709041.72,4649397
7f55348e-8dd5-453c-aad5-551c405dcd25,2020-01-07,France,-1.02,352.36,Drought,1133068.4,1497606
6564c2e2-b885-491a-b5a1-5f252b47fd45,2008-06-15,Brazil,0.06,355.4,Drought,3197933.68,1504117
e690c993-f79f-44af-acd4-4ab8f532346b,2007-04-05,Canada,1.05,408.15,Wildfire,1132290.86,723821
0c3e72e2-fc7c-4321-954c-8e12e2d01ee8,2018-03-18,Russia,0.08,384.24,None,3331013.23,100504
bc6dbdce-f687-4d54-a182-9f1352981769,2013-05-20,India,-1.35,374.91,Flood,7499736.57,4731018
4a4cdf28-8116-416f-ab6e-a88fa8037987,2002-06-24,Brazil,0.81,414.04,Wildfire,680020.42,2034833
f2842da9-4c6e-4e0e-8fca-6facfb539b15,2007-02-14,Russia,0.39,408.11,Flood,7700366.03,3490630
d7c79e9b-13d8-45d5-a896-140d0f4e3df2,2003-04-19,USA,1.92,371.86,Flood,6672626.82,4931351
2b6aa0fa-43d0-4549-ad23-2efaf2e14153,2018-03-12,France,-1.54,411.73,Tornado,9828521.42,2058378
7800cc2e-3148-4c03-9560-ddd4b040187d,2003-06-07,Japan,0.11,373.52,Heatwave,7534975.47,1355595
155bc860-f153-4fd3-8ad7-c0379f3197ba,2018-07-11,Germany,-0.32,374.85,Drought,7179779.74,3799492
25828001-4268-4974-935f-6e93d12c6e38,2002-08-02,Canada,-0.76,375.89,Tornado,2372429.46,2843521
bb77441a-e715-48c0-82d5-c91c30854fe5,2012-04-06,Germany,-1.05,371.42,Drought,5060253.05,4073332
e23c22ff-277a-439d-a296-56d0b88c75f2,2003-03-02,Germany,1.2,365.58,None,8451965.77,582704
8216c42a-e6a9-4daa-bacc-37ed896e08f7,2012-05-19,India,1.06,392.98,Heatwave,1512421.6,775587
79cd54fe-a67e-4d0c-a299-5e5e57bc6c97,2005-05-01,Brazil,-0.3,381.71,Wildfire,4915801.0,3510365
d401f17a-a8d9-4ed2-afd0-ebc29820b6fb,2002-11-07,China,-1.81,374.82,Hurricane,1772435.46,525898
97155116-4e76-4a72-95aa-bf6e11d032c0,2021-07-11,China,0.03,382.29,Wildfire,2195547.33,3694438
780ee957-889f-49fc-af6e-25e4dc5345cc,2016-03-27,Russia,-1.55,368.65,Heatwave,1645956.83,2109856
bd39223f-0f33-4982-91c5-1d1bbcf3131f,2009-07-12,India,1.0,400.0,None,8072628.5,4717248
b9c5f15b-c99b-408f-a533-143fbd07ee05,2009-10-13,Canada,1.71,374.49,Hurricane,7727564.18,32823
19c5642f-7952-4d77-8654-e2ba28648000,2023-06-07,China,0.25,396.47,None,4484925.01,1970594
d98c0f86-cd79-43cb-9375-4a2fe53d0317,2012-11-12,Russia,1.83,407.62,Wildfire,4914151.17,4365739
528d3bb6-2785-4acd-b272-6d6a38396193,2012-03-29,Australia,-1.67,419.86,Drought,4221205.67,1351689
94a1f691-e02b-4680-a225-fc909e0d3bc1,2014-03-30,India,-1.55,367.77,Wildfire,1141845.84,1348186
6b139aff-df14-4951-a5db-3e4823233acb,2003-04-17,Japan,-0.46,369.34,Flood,686435.8,3137259
c4e9b620-1b73-4d19-b148-1077a8a4d781,2014-09-11,Canada,-0.63,383.18,Tornado,8711676.93,3745000
b7314a94-0c8c-4c83-9d3c-990c7ceef86f,2007-12-14,France,-0.38,377.72,Flood,4044549.22,4943930
6a654c53-968c-4468-b1dd-095f486fb959,2018-05-15,Brazil,0.66,355.11,Heatwave,832051.8,3274806
560d0bf4-0c09-48da-a309-94266e46f3fe,2012-10-08,India,1.11,413.29,Wildfire,4693675.53,4226937
159c50f1-ecb3-436e-a5ea-98f35c993db4,2005-04-03,France,1.06,353.63,Tornado,8663199.43,507253
e1fde182-7719-44c0-8a0f-c094b0ff8244,2019-11-04,Brazil,-1.36,403.63,Flood,5443275.28,1597550
4f538140-9c80-4869-85e2-cd40de94783d,2023-06-06,India,1.3,409.35,Drought,1333602.36,2470764
4ac256a3-f368-4049-8d82-462f5908adfb,2020-02-01,Brazil,-0.68,389.51,Hurricane,2101664.47,1868388
aab1b1fb-f0d2-4973-8452-8b3bc254ba3b,2023-01-19,Brazil,-1.85,414.14,Wildfire,536801.17,4967110
38157548-485e-4845-a2da-cf1be6997d7d,2021-12-09,Japan,0.28,385.36,None,9982403.32,1451235
e5b4e073-d126-48dd-b8e7-95b75c8b02ac,2022-09-26,India,0.25,404.64,None,1896398.5,817627
c2434b0a-157b-407e-a8bb-127b69add0ad,2014-01-30,Russia,-0.33,374.53,None,5634084.82,2928810
45f17702-cddb-4423-a608-87ebc625b928,2015-04-07,Brazil,-0.79,412.67,None,6560165.16,4021154
72fabce1-aafd-4182-9bb3-bb072c6056fd,2017-01-31,Brazil,-0.17,409.02,Flood,3903116.06,4078338
87fb0cd4-f96d-4f5c-8c0b-c23254ec531c,2015-05-30,Brazil,-1.17,386.03,None,5890173.23,2429996
b8c7a1a7-aa1c-4f37-9f95-4805a6078bbf,2010-11-21,Brazil,0.7,379.3,Tornado,6712202.82,1654282
45b21606-32f5-4c07-a068-e1f3b0cf4d0e,2017-06-12,Japan,-1.6,413.73,Drought,7027378.27,4673300
1d2a5ab1-32c5-4ec1-bd3b-1d2944f520cf,2015-05-02,France,0.08,371.0,Tornado,7504185.43,4858641
0563cf75-b3c8-4544-8336-ddd775bfb380,2021-07-14,USA,-0.73,391.19,Heatwave,2496063.51,2662520
28fd7b60-39ec-431f-9832-8e365997ce6b,2014-07-27,Australia,-1.63,410.13,Tornado,928480.27,3642273
5ea19c8c-4d2e-438e-ba4c-6411c255946e,2019-08-17,Russia,-0.47,390.49,Flood,8065850.59,1613398
dd818c34-ab2e-4e8b-bf4d-da2debeb8a53,2009-10-03,Russia,-0.57,354.96,None,1136370.07,2238031
c2025378-70ad-457b-87ea-fc294d4d5de9,2023-02-08,India,-0.14,356.53,Hurricane,3049442.41,538035
73a0442b-91e3-429b-b54a-87d7f558bb73,2004-04-09,USA,0.34,392.8,Flood,9478138.76,2366828
b50505d6-ede5-453f-8d28-08927b2f8418,2015-01-12,France,-1.99,383.72,None,5003052.77,72952
00a1a4d3-6b06-477d-bdc5-f2e400048a45,2002-10-26,Russia,-1.06,412.83,Hurricane,7688339.13,438649
83e2d21d-5f67-4253-8173-fca8d1caed42,2011-07-16,India,1.0,404.72,None,8410742.53,3240159
53099776-d831-4eb6-a79f-119bcce1d3d9,2008-08-22,Australia,0.64,380.53,Hurricane,8559071.79,304291
484c5c4f-3706-48a2-ba88-c0e40de1d4a6,2015-07-18,India,1.77,366.77,Hurricane,9049878.15,3537700
c15e48fa-825a-479b-a5c9-c4c6f4db1019,2018-05-19,France,-0.34,402.24,None,284899.63,3929217
2253e3e6-b698-4f4e-b187-e1f8c9c2cbef,2023-02-19,France,-0.15,382.64,Hurricane,3159230.86,3021898
269c7a78-d006-4a47-b9f8-c9f6f4dc3022,2007-10-31,Japan,0.28,395.07,Flood,843002.85,205544
a00811ad-79b5-4860-b8c8-a99a8b88ccb8,2017-04-19,China,-1.07,390.03,None,2252204.09,2810560
6decc4e4-66d2-4aee-b5b1-2bfc3fcfb2be,2022-06-29,USA,1.87,358.89,Tornado,6718696.08,2390748
327a2590-3f12-402c-81a8-5ca04759b1ec,2000-10-22,Canada,1.83,365.35,Hurricane,7663771.84,1653455
afcb7705-566b-415f-9604-c3554c7affe1,2017-05-20,Russia,1.65,364.04,Wildfire,1567801.72,3126418
80623e85-385b-42ba-a37c-bff4e0a3ffcb,2016-11-24,France,1.65,400.0,Hurricane,9332823.34,2120270
5ee5e45d-84b1-496c-ae2c-938e46271963,2006-08-18,USA,1.68,364.23,Hurricane,8874109.34,1247937
75afed78-41c2-44d6-b987-9f1ec22e63e5,2009-11-17,Canada,0.39,358.58,Heatwave,6107093.22,4292805
9dbc7308-55c0-4e4e-9a99-c0dc2565c914,2010-11-16,Canada,0.87,353.46,Wildfire,1490647.56,3354596
91838c2e-4618-458b-964f-d8786879c6ae,2015-12-27,France,0.65,388.62,Wildfire,3552499.28,1676982
fb13deaa-26c6-4c90-8f37-8be860752e2e,2001-03-15,Russia,-0.56,380.14,Flood,3890193.45,519954
9d9f13d9-81aa-4839-ac25-eb403153fb3f,2011-10-18,Canada,1.36,368.01,Heatwave,7130511.84,4025316
c55968de-b603-4b47-ad56-cd85aba60cc8,2000-06-08,China,-1.82,416.52,Tornado,9979441.44,1685684
140ae21d-d502-4dfa-9670-a0246c7ff0d8,2019-01-16,France,-1.4,376.88,Hurricane,8562554.38,3799816
b76c11af-baeb-4cfe-aca1-b4fcf4209b29,2020-11-06,Germany,0.17,377.4,Drought,8673589.77,3967824
