RecordID,Date,Country,TemperatureAnomaly_C,CO2Level_ppm,ExtremeWeatherEvent,EconomicImpact_USD,PopulationAffected
53ab8830-7f17-429b-a92d-7386837d011c,2020-04-10,Japan,-0.92,399.62,Heatwave,9273052.26,3831684
d394fcf1-b8bd-4697-adf3-59601907cbf7,2007-05-06,France,1.69,403.33,Tornado,7004983.17,2354380
ea082c71-c6f0-4a93-a6ae-4a7fb8640880,2008-01-01,France,-1.77,404.09,Wildfire,4309349.98,1763221
b1902974-c1db-470a-96b4-91d3d32a782d,2009-01-05,USA,-0.77,391.45,None,7093480.75,1609207
87053e94-5c43-4432-af70-b1170e4dfd23,2021-02-09,Russia,1.27,365.3,None,5716948.32,3963099
579774fb-0325-46a9-a958-9a27bdeef200,2016-12-22,Japan,1.32,401.75,Wildfire,4167559.22,2739137
04f84a36-5b48-4cc4-99b7-4e6429eb08ec,2013-05-19,Russia,-1.48,398.42,Hurricane,2949302.55,202143
c5988971-29eb-45f7-a733-044981986462,2020-10-10,China,0.73,363.45,Drought,9361032.25,1296769
5f2f0958-f0d1-4e1a-9ae2-6dc167d1813b,2001-04-01,Brazil,-1.46,375.72,Tornado,6692878.15,684053
cdf24d3f-b3c0-46ab-924f-59ccfcc04f84,2012-12-10,Canada,0.44,363.62,None,3890282.41,2219140
69d97419-4145-42f4-a920-7957bdc5bcb6,2010-08-16,Russia,1.84,357.79,Heatwave,5560378.4,4972498
51df9157-9db2-46c4-88b9-002c2ebdadc3,2000-09-03,China,-1.67,393.35,Drought,3220877.68,349782
892bb8ce-adf5-4401-8708-ca962e805b33,2021-01-30,France,-1.3,355.56,Flood,8125293.74,3929854
87b149f2-585c-41fc-b489-d0322f33f74a,2020-01-03,Japan,1.15,419.37,Tornado,3149190.28,1716449
a46da629-08dc-4532-a7dd-0231256c931c,2008-01-24,Australia,-1.48,354.39,Wildfire,5477069.03,4209568
977d7d0f-59ff-4637-897b-72899557c334,2012-10-04,Brazil,-1.97,380.04,Heatwave,1770399.45,849833
2a459f43-2bd4-4a2c-8763-e1618f7ea59b,2009-12-31,Australia,-0.17,379.19,Flood,3412792.68,476444
25f489dd-d340-41ea-be43-da6149639a3b,2014-03-28,France,1.2,415.04,Heatwave,1238803.78,565646
a21b4895-bbe7-4faa-b7dc-95257e29620f,2008-04-11,Russia,0.03,380.87,Wildfire,3112252.38,1193746
fd6797e7-d7f8-4f09-9541-5d04e9af8f51,2010-11-22,Germany,-0.72,408.46,Hurricane,425051.57,3368375
5b626e12-9583-4f81-9183-3dc7b4ec01c0,2015-06-16,Japan,1.92,412.29,Drought,5189766.16,3297169
11de72f6-89b5-412d-90d7-e6e3e508022c,2017-08-11,China,-0.07,389.3,Flood,4440008.44,4322966
3bf53618-451b-405a-b2f6-863c4c7e7d90,2002-10-24,Brazil,-1.19,389.61,Heatwave,9890441.98,2562289
da527841-7a60-479a-84bf-1c377cf5539a,2011-08-04,Australia,1.02,361.37,None,2040062.49,622728
13388f23-e54c-4191-b092-8e09ce270dbb,2000-02-24,Japan,1.02,417.74,Tornado,792518.31,503325
c971ae3b-7d29-4ef6-9c15-0a67804da4ce,2018-03-31,China,1.22,393.25,Hurricane,8512861.67,4296132
2827de63-10bf-47fe-9b7f-569c71695f4c,2010-07-22,Russia,0.19,376.59,Drought,3384164.39,2491394
da36f1fd-919e-469d-84c0-a0dd00701491,2001-06-23,Canada,1.81,372.53,Wildfire,6944105.31,1581085
7a6da7a2-1414-4306-bf32-44a39ec7f3a3,2015-12-28,Canada,-0.56,414.9,Drought,2061788.55,2243775
6c79d410-dd91-46a3-afb9-5dbda5651237,2006-04-13,India,-1.45,403.43,Heatwave,1792299.17,2911260
9ee7d28e-cbca-4c09-91c5-90906b8d0db5,2002-07-04,China,1.47,382.45,None,1788315.08,1620123
e58d7ccf-4249-4268-9c62-cae14d21139b,2011-08-01,Australia,0.75,388.16,None,2003377.01,3967854
768a7c5e-1bb4-4955-b201-6631e7b06c0e,2021-02-16,Russia,1.7,385.61,Wildfire,8798747.77,2300857
31f500da-b362-4ae2-b65e-67166caffb88,2008-09-16,Russia,-1.2,385.95,Tornado,7632608.57,3151179
ba8c22da-4101-42aa-ad97-48a153b06345,2006-10-13,China,1.03,362.44,Hurricane,3216225.68,1628288
085e28d3-33cf-4fe9-9108-2d3af78ff5a6,2003-02-16,USA,0.98,375.46,Hurricane,9070298.28,2657690
8844e0f2-6139-4702-be99-3b71de71d335,2022-11-21,France,0.25,357.15,Flood,7624363.83,2219373
833a70c3-4bbd-413b-80dc-47d6abf2a44e,2002-02-28,USA,1.45,405.19,Hurricane,7315217.22,4871841
458731d7-0880-438c-a181-bc3b300e01ba,2021-05-05,France,-0.22,408.9,Wildfire,9855314.47,1716079
f1bcc306-776e-4183-b408-fe432ba24a52,2001-02-13,Australia,-1.28,358.48,Drought,2163746.88,1972720
bac0c63c-4213-4087-be87-d878ccabd293,2013-06-12,Brazil,-1.4,413.03,Hurricane,6562432.04,149784
3e103dea-1804-46b1-91fc-dd40ed36f3dd,2009-12-28,France,0.08,399.97,Hurricane,230299.49,1169585
ae57914c-e2fe-4aab-8483-aed2c088ba8f,2009-04-12,China,0.8,356.43,Flood,7735241.51,1373840
e30f1630-63ca-4e43-9769-440a83ddefe5,2012-12-05,India,-0.79,364.82,Heatwave,1450715.05,2067862
e6e8f98b-e5b1-46b8-b990-606fb3174394,2020-02-04,France,1.52,380.12,Heatwave,6596693.71,3457959
738150d6-116a-424e-95b4-e21deae55791,2009-06-04,Germany,1.58,382.07,Wildfire,7610577.87,4131120
29b36bd5-cb5a-48b2-8275-6af3e40fd1d7,2004-06-07,Brazil,1.57,387.92,Drought,1138531.0,3414945
3b77ea0b-6a00-4206-b0cc-385bc9244ffd,2021-08-19,China,1.0,381.22,Drought,4356333.03,2312009
b2f588aa-df7c-42ca-9816-fa4153c558e5,2018-01-15,Russia,-0.6,403.28,Tornado,5475504.03,804467
602322f5-40a8-4945-b24a-5d3c6121f34b,2020-01-02,India,1.89,367.61,Heatwave,5825185.78,993899
6d1f0070-718b-4070-8f83-733a62a5a7f4,2012-12-06,France,-0.85,395.64,Tornado,9317318.19,267591
b0edbb8f-c1e4-4c96-9a32-1365d7ef3572,2014-09-22,Japan,2.0,414.32,Drought,3646795.65,1167087
ef216c9a-1cc9-4e56-baab-1bd29b7c9c81,2000-07-19,India,-1.84,386.84,Wildfire,3302986.5,4632645
e000619d-9109-42a2-81f2-906880ff67e8,2003-01-03,Australia,0.42,401.22,Drought,5501202.16,2758141
3cfd96c5-a19c-4ae7-8bb1-d1de3ad8f93a,2002-01-30,China,-1.32,380.71,Flood,1663418.97,4193698
876974f5-9daf-42c2-bc3b-66413f19d388,2003-08-18,France,1.79,419.7,Drought,4176824.37,2616687
fface61d-c602-4fb8-8016-82c2f3e3b444,2011-08-04,Canada,-1.22,406.56,Hurricane,3237334.88,783795
d93e2675-9d23-4e02-8c9b-e68e658e33b6,2002-08-11,Germany,1.68,408.83,Flood,5940412.66,197568
b21c0540-9b04-47c4-a018-02c0c9994051,2011-11-03,China,-1.4,383.64,Wildfire,7555616.41,2129868
33898c02-494a-4a0c-8614-67fdd54870ec,2011-02-18,Japan,-0.94,359.15,Drought,9008628.54,2238762
10acd445-725c-4282-b2e8-1345a6328b35,2017-12-05,Germany,-0.23,361.5,Tornado,9866354.5,4078253
3f79ec30-2ede-46ef-b560-786d8eb9989e,2002-04-11,Australia,-1.46,358.9,Heatwave,6445847.52,4336668
3d2fd2fa-a8e6-4d0f-a28b-240255ae1d35,2020-10-23,Australia,0.21,351.11,Heatwave,5359342.98,4175224
2b48f66c-45d8-4aa7-9c70-bbd6e1c8f1bb,2007-12-01,India,1.98,384.69,Drought,1216345.61,2322068
c64fa5cd-af09-4e0f-90b8-669dc4ea9106,2020-05-19,Canada,1.98,385.35,Flood,7104738.19,381632
66365cfb-e0b5-4add-892a-b81c821feeff,2004-02-18,China,0.06,358.13,None,3321173.72,4446386
764f0c7c-3294-4f32-9c5f-5b1f95edceca,2021-09-28,India,1.14,417.7,Wildfire,1391373.45,868041
1ce87561-a62b-4077-8129-b926b74b04c4,2009-10-04,Australia,-1.9,383.01,None,3675127.04,3226762
acc17a8b-6bfa-4d35-9cd5-c008768c2385,2012-08-13,China,1.83,389.01,Hurricane,2597187.1,579073
e871540b-c6e7-41c4-8d48-4f660b812dc2,2022-04-18,Russia,-1.98,395.77,None,7903843.06,4791735
02f5c10a-9099-48b8-a236-2bb155092b19,2022-09-01,Japan,-1.23,352.23,Hurricane,6225571.04,1094999
938072c1-38d6-48ca-bfc6-387d90b05123,2018-06-18,Japan,-1.93,415.92,Heatwave,4810306.5,1836281
89848194-ea1b-4805-b429-f58115705130,2008-03-16,Brazil,1.78,365.84,None,724010.16,3388317
a4b966d1-c347-4d4c-91e2-6a3e6fc0743a,2016-10-26,India,-1.11,395.5,Heatwave,2526089.72,3088109
c3c708d6-e37a-4100-871c-0dca4f016297,2016-01-30,USA,-0.06,390.47,Hurricane,3142875.6,4154979
b525601b-ccea-45bb-94af-ad14d4349118,2017-06-18,China,0.35,378.32,Hurricane,5358846.06,4594258
ac758419-d8f4-4402-9d05-8fce8d2bd7a5,2003-12-28,Germany,0.1,385.46,Flood,4545387.86,516706
0aecfeb9-345a-4f8e-b18d-a0f191d6f4c9,2003-01-18,China,-1.08,395.18,Drought,6572493.3,3070179
971f989a-ab8f-4131-abe4-31cbb6891ea1,2004-08-31,Japan,0.01,416.97,Heatwave,1377665.22,1615151
41d5ae98-b206-4591-bb04-d1d027a3e2a3,2006-01-14,Australia,-1.17,406.38,Heatwave,2809118.99,958122
24a10037-f34f-4a6c-9407-830e4927305c,2011-01-07,India,0.47,366.91,Heatwave,465319.33,3701116
def3f489-4f2f-47eb-a550-05e97728b6ed,2010-12-22,USA,1.43,390.6,Wildfire,8077786.32,1496416
c82335d3-db5d-40b3-8ba7-ffb3b63703c0,2001-09-13,Australia,0.52,405.64,Tornado,2514686.19,3617189
4045a428-8275-46c9-8553-5f5cb1c9e07b,2015-10-10,China,1.53,406.97,None,5922905.66,2117497
bb2a8bdb-e404-4eb6-8d1c-37f384e3fb4c,2005-10-17,France,0.25,366.18,Drought,7514332.85,2921583
4714e933-e29c-452e-971a-fe9cd5f03e76,2022-10-03,Australia,1.53,409.66,Tornado,5561523.16,2781161
a28f3bf2-a834-496f-afab-0659f4eff2b7,2015-01-26,Russia,-0.99,383.55,Hurricane,9786478.34,2503122
143ea6f4-0565-4181-a39d-a36713f2964f,2018-03-09,Germany,0.14,383.72,Tornado,3859109.66,3769793
3aa2135f-c412-4ee6-b222-c4608ce4d0de,2007-10-23,France,-1.4,380.8,Heatwave,7576424.22,4833794
e6397e91-ffc6-4526-8aa7-30558ef40be0,2018-03-04,India,0.96,412.06,Drought,5102053.55,1437197
bdff672c-9264-47a7-8512-4ef5ed9d2784,2020-01-23,Russia,0.74,357.72,Heatwave,1803806.83,453361
ee913301-bbc1-4a28-9ec7-2362883f050b,2010-05-24,Germany,-0.99,371.2,Heatwave,4934048.51,2282610
b3b971de-1429-4730-9ef4-4c373adb85d6,2019-08-23,France,1.48,403.13,Heatwave,4030360.58,4949923
0b728e0f-e168-4eb3-a8ad-5d794858b321,2013-06-24,Canada,-1.44,387.5,Tornado,9339986.52,1457407
67ff015a-6421-4d5c-97f8-e922ac58e175,2018-12-02,Japan,-1.32,383.96,Flood,5513868.85,4793906
90606f15-fcf6-4706-9f47-0d323f941afa,2023-05-18,Brazil,-0.21,354.02,Tornado,8838825.13,3945739
0aa7227a-bd97-4f2d-b5c9-7b13ff2243f0,2011-04-11,USA,1.89,369.94,None,4579846.15,4969137
4e08958b-a9f9-47f5-81e2-4c3fec1a3c08,2016-08-03,Canada,1.74,387.7,None,2426083.56,336820
c3e4df43-47fb-4a33-ba85-b9d4fa2e931b,2013-09-25,Brazil,-1.34,356.14,Heatwave,8789455.04,4912370
122d70bd-8cb6-41e7-bdd2-a3c792480667,2010-07-25,Russia,0.24,356.87,Flood,2936099.8,1563785
650d21e9-e88c-4889-aa8d-05e7550127dd,2018-04-10,USA,-0.23,415.11,Heatwave,2614683.75,4744636
ba8c5a8a-0c16-428f-816e-140ad7f82fca,2007-08-11,France,-0.62,367.59,Hurricane,9356118.36,623979
3e1d2d17-e62a-4a50-bb3f-9c02b8da9ba5,2003-08-09,India,1.15,407.98,Drought,1670929.24,4873030
42d969dd-2c5a-4bf1-8503-0228396e8f86,2000-10-16,Canada,-0.86,408.84,Hurricane,3918027.33,3484690
cb0cbf2f-993a-46de-bc2f-c66e6be81306,2014-06-12,Canada,1.52,378.66,Heatwave,8430000.64,411181
67a92221-e3c1-491c-93ed-0399cbac7c6d,2021-09-27,Australia,-0.71,387.88,None,1341915.93,2336679
9c2cd495-6849-47d0-ba50-31fba56e73c0,2003-12-05,France,1.25,382.5,Wildfire,8245205.51,254067
4bcfab96-3aa1-42cd-b77f-cc71ebf05cd9,2018-10-09,Australia,-0.76,362.48,Drought,2594436.35,1743058
ff9c71cf-a792-4de9-8ac3-b180b5bd42a4,2015-06-08,Brazil,1.08,392.95,Wildfire,1003652.6,3055061
10a1d273-bd22-4947-82ec-1fc074a1309e,2004-01-14,China,-0.34,351.23,Flood,5619946.15,1296515
eff76456-a4d6-4656-ae07-4fde8b1feb69,2003-11-11,Russia,-0.67,362.22,Heatwave,8002628.55,3401726
7f0edcee-03dc-4c94-87c9-74bf7c68153d,2011-11-18,China,-0.87,405.2,Heatwave,9933816.3,1890146
02644de3-e8e2-452f-bad9-62a87fcc7d0a,2000-05-31,China,0.52,358.07,Flood,5275548.16,2760633
627eb4c6-ffe2-42d5-aa76-b41efc70ad3f,2001-05-20,India,1.87,393.25,Hurricane,5822181.27,2456259
bbbaa502-520c-4533-81c0-11babb7e5ad8,2012-03-23,China,-1.36,417.03,Hurricane,4652150.58,3467891
6036a99f-a037-430f-b964-dec9e6aafab6,2018-01-03,Russia,1.58,409.15,Flood,2978542.17,619510
001d0c5a-ccd2-4fa7-bfeb-f95e3a0f31c1,2015-04-10,USA,-0.87,357.13,Flood,6025862.19,2803866
df4a7a70-f2c9-40a6-a0bf-7bc247426e78,2018-08-03,France,1.07,354.83,Wildfire,4220218.71,3807106
f12677c5-9634-4bef-bb5f-ff8ad8ab49cd,2021-12-19,Russia,-0.08,367.25,Flood,6848989.98,1392457
abd3ab37-9c08-460f-9006-d3f68b619e1d,2011-03-23,Germany,-0.56,353.6,Hurricane,7140888.74,3540808
bf90b883-15a6-47d8-810b-c887fdf7927f,2021-12-01,USA,-0.69,352.3,Heatwave,2456822.53,4508076
9be1e1cd-fb22-41ac-a79a-cb57f379856d,2013-05-28,Russia,-1.33,408.56,None,3166263.32,3935545
d70a3207-0b21-4c13-90cb-0cb36e632615,2007-08-01,Canada,0.31,418.73,Drought,1122407.25,2284842
41762bd8-252e-445f-a960-9c49f4557ac5,2004-01-24,Canada,1.96,358.57,Heatwave,1031373.9,2601033
56aa705c-7e61-4dd9-ae3e-1d96cbdb01db,2020-10-07,Germany,1.05,381.82,Flood,3004284.37,3056376
638bf9b8-3ed6-4e52-b160-a6cdf3cf95d0,2003-03-23,France,-1.78,350.62,Drought,2727546.98,4171466
cace9346-a5cb-419f-80da-7dae41ac8b8a,2011-12-13,India,-0.66,418.43,Heatwave,4021310.31,1844417
0c5dadf7-2c50-4fc9-aa03-7b07edb4808d,2023-06-23,France,-1.8,395.31,Tornado,2130442.74,1273334
f8458153-d5c9-437d-9e36-5b16d9104f5b,2007-05-21,Canada,1.44,356.94,None,2719653.45,2800812
0284fa26-e565-4b5e-8e5e-0d24318745f5,2014-06-11,Japan,1.9,385.55,Hurricane,3424899.94,1721472
e6c8a190-0b66-4a4c-952f-4c8cfeeb93d6,2003-08-18,China,1.19,403.83,Hurricane,4804017.15,3247146
b3595e1e-b56e-4779-b2ef-6ad396ade1b0,2001-01-08,Australia,-1.26,398.7,Wildfire,4156414.96,675525
1e2968aa-6c52-4491-a7c5-5007a530ed90,2009-02-20,Germany,0.92,355.77,Flood,6029963.61,1694615
a86a0958-82a1-4a4e-84ab-1d7a8d61d852,2002-05-31,Brazil,1.32,365.5,Hurricane,9982532.29,767379
93d37457-bae0-47da-8493-07a3913d153f,2012-07-05,Germany,1.33,415.47,Drought,3657696.54,2162452
37bb58ff-21ad-4dd8-9ec5-412f33b1691b,2007-09-17,India,0.55,372.24,Hurricane,6736430.0,4165272
b0d54f26-447e-47cc-b5e9-140780a0b216,2008-01-08,Russia,-0.22,377.64,Hurricane,6457630.6,2571270
5cb3e7e1-5249-48de-88ec-ee9113669094,2012-07-25,Russia,-1.77,402.02,Flood,3495108.56,1405093
96f902e4-3ae2-4c92-a5f7-2a7117a894f0,2010-11-21,China,0.42,379.17,Tornado,8546241.24,312741
3bcb1ef5-a4bb-4057-ab77-c09ffa0dd2dd,2013-12-21,Japan,-1.89,371.56,Tornado,2772471.12,2533988
a75e80df-73da-4dec-8cf2-cbea1e2a028e,2001-07-07,Australia,-0.3,364.64,Flood,3361812.54,2649336
0e54f978-9d74-4a83-8332-3fd474f858da,2006-10-26,Japan,0.85,363.99,None,5466930.99,2699481
510bf5ef-4bd7-4e55-8e00-9ec5efbc675c,2004-12-16,India,0.83,352.57,Wildfire,9930744.51,3660739
92d9d8ca-6fd7-4c53-a6c4-43da3db3a15e,2010-06-02,Japan,1.06,368.81,Drought,6965184.77,3162938
72acd039-34f5-49bb-8122-76d783a51efb,2003-12-16,Brazil,-1.36,397.83,Drought,3480428.56,1334543
70298677-8e5b-42f5-835a-b1a9272f3a69,2003-05-04,Australia,-0.63,380.7,None,9899833.12,2634116
95a25969-a4af-4c11-8d03-07192b450400,2017-08-09,Brazil,0.32,403.9,Flood,5779670.83,2343351
57203acc-8985-43b2-aa69-aa5b63d07d66,2008-10-05,Brazil,-0.48,395.87,Tornado,2967474.42,1541027
472831b7-de90-41e3-91ac-fee3a84ed530,2021-06-01,Japan,-1.4,380.72,Flood,1608815.79,801298
bffb5695-6cb2-4c91-89c6-bd76b6384fda,2002-08-26,China,1.39,371.83,Tornado,9222863.09,3275842
8f167c49-a6be-4d76-86e4-d0e81540543c,2003-01-12,India,1.42,407.09,Drought,8594642.53,885599
9672b176-1f14-48b7-95af-a30696f2da97,2020-08-13,Russia,-0.6,361.6,Hurricane,4173077.04,3794370
cd151c44-b81a-412c-8c3f-527764bc814e,2000-06-10,France,-0.92,360.63,Flood,6126153.07,1144775
6b730048-7f80-4c2e-a2d6-badc8e1ecfcd,2004-07-29,Australia,-0.96,377.06,Flood,9454540.04,2719634
c84a1c58-6abd-4f6f-b02c-c24e0f1c81f9,2021-06-01,India,1.96,394.17,Wildfire,3375817.1,1732023
ce09041f-2cf0-4e3f-8274-814cbca1af8a,2009-03-13,Japan,-0.51,407.84,Tornado,1460766.58,2273269
f94d8795-e526-4792-ae65-7f3558e89a66,2023-12-16,China,-1.33,354.44,Wildfire,519431.72,3293808
fb79e6af-a46f-45f2-a7cc-d305c77e57dc,2013-09-15,Canada,-0.74,379.45,None,8597948.45,2897652
622b47e3-d7e4-4669-a382-10748d0396b2,2002-07-19,Canada,0.71,379.29,Drought,6712904.47,1468398
9cd1a0f8-84d1-452c-99c5-265c9808eb70,2015-06-21,USA,-0.83,417.27,Tornado,1949987.32,55490
e66ef753-e94c-49d2-8224-7c36fef17971,2008-12-22,Brazil,-0.94,378.22,Drought,6269617.76,2698925
9ba4cca4-5e12-4f67-8fb0-284cb4b7a030,2021-02-23,USA,-0.5,365.36,Drought,8449413.31,288597
f7b34475-07c7-4fbe-9322-a5af60b4b30b,2019-03-12,Australia,-1.15,402.33,Heatwave,7660587.12,3655376
d25b8f14-759f-4732-9437-76498cf50699,2022-04-29,Japan,1.16,358.14,None,1794074.08,2777931
15f07fed-4829-45af-b327-9d72e41f741c,2006-11-02,Japan,-1.07,364.05,Hurricane,6556014.31,3188627
7b9d7e3b-6030-4c8c-86a3-b1013cbc8a39,2013-12-24,Japan,-1.94,388.26,Hurricane,880197.4,4517558
5c601480-9e91-4a41-b406-36559da68114,2017-07-26,Canada,-1.88,351.87,Flood,1034830.2,1353732
af540d7b-0c2f-4379-b510-c7bace13ce5a,2016-05-12,Germany,0.85,397.22,Drought,8350903.16,180334
239eb5dd-6e00-44ef-a009-1edf87e5a157,2005-02-07,Germany,1.8,363.06,Tornado,336409.73,3233539
8c2a1883-e17c-41e3-8203-91eb25340a92,2006-04-03,Russia,0.08,393.15,None,9414170.28,2409758
b67d92e8-8226-47c9-8e95-c44ae574b6f4,2011-03-21,Germany,-0.19,352.02,Tornado,8460376.05,491703
4423557f-d4b5-43e0-90ec-28e6211f416f,2001-08-06,Germany,1.18,363.04,Tornado,9321416.82,3470700
7fdb090c-5c40-48eb-8546-bb3655dedcb2,2009-03-03,Australia,1.64,413.28,Hurricane,6011526.45,308327
2bf25f9f-11ff-4072-a0a1-27efcac19fe5,2010-07-05,Japan,0.28,382.16,Hurricane,4934527.37,2480880
c498d8dc-6c14-4727-8cd6-3b480798dfab,2002-10-07,Japan,0.15,411.92,None,510778.39,3338685
5679a3e6-78d5-492f-b2af-7a72b0e0644f,2001-09-29,Russia,-1.13,390.6,Hurricane,3966185.45,4952957
97af1997-2e17-43ea-b7fc-d48b31b3f3c1,2013-07-22,Canada,0.14,356.61,Wildfire,9628186.17,966209
